id,folder,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
cardnoa4,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (NREM, Non-Supine) : (Central apneas with >= 4% oxygen desaturation or with arousal) / hour of NREM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_snpo_ca4r_f1t1,,,
cardnoa5,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (NREM, Non-Supine) : (Central apneas with >= 5% oxygen desaturation or with arousal) / hour of NREM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_snpo_ca5r_f1t1,,,
cardnop,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (NREM, Non-Supine) : (Central apneas with no oxygen desaturation threshold used and with or without arousal) / hour of NREM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_snpo_ca0u_f1t1,,,
cardnop2,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (NREM, Non-Supine) : (Central apneas with >= 2% oxygen desaturation and with or without arousal) / hour of NREM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_snpo_ca2u_f1t1,,,
cardnop3,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (NREM, Non-Supine) : (Central apneas with >= 3% oxygen desaturation and with or without arousal) / hour of NREM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_snpo_ca3u_f1t1,,,
cardnop4,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (NREM, Non-Supine) : (Central apneas with >= 4% oxygen desaturation and with or without arousal) / hour of NREM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_snpo_ca4u_f1t1,,,
cardnop5,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (NREM, Non-Supine) : (Central apneas with >= 5% oxygen desaturation and with or without arousal) / hour of NREM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_snpo_ca5u_f1t1,,,
cardrba,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (REM, Supine) : (Central apneas with no oxygen desaturation threshold used only with arousal) / hour of REM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_srpb_ca0o_f1t1,,,
cardrba2,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (REM, Supine) : (Central apneas with >= 2% oxygen desaturation or with arousal) / hour of REM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_srpb_ca2r_f1t1,,,
cardrba3,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (REM, Supine) : (Central apneas with >= 3% oxygen desaturation or with arousal) / hour of REM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_srpb_ca3r_f1t1,,,
cardrba4,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (REM, Supine) : (Central apneas with >= 4% oxygen desaturation or with arousal) / hour of REM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_srpb_ca4r_f1t1,,,
cardrba5,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (REM, Supine) : (Central apneas with >= 5% oxygen desaturation or with arousal) / hour of REM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_srpb_ca5r_f1t1,,,
cardrbp,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (REM, Supine) : (Central apneas with no oxygen desaturation threshold used and with or without arousal) / hour of REM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_srpb_ca0u_f1t1,,,
cardrbp2,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (REM, Supine) : (Central apneas with >= 2% oxygen desaturation and with or without arousal) / hour of REM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_srpb_ca2u_f1t1,,,
cardrbp3,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (REM, Supine) : (Central apneas with >= 3% oxygen desaturation and with or without arousal) / hour of REM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_srpb_ca3u_f1t1,,,
cardrbp4,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (REM, Supine) : (Central apneas with >= 4% oxygen desaturation and with or without arousal) / hour of REM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_srpb_ca4u_f1t1,,,
cardrbp5,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (REM, Supine) : (Central apneas with >= 5% oxygen desaturation and with or without arousal) / hour of REM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_srpb_ca5u_f1t1,,,
cardroa,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (REM, Non-Supine) : (Central apneas with no oxygen desaturation threshold used only with arousal) / hour of REM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_srpo_ca0o_f1t1,,,
cardroa2,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (REM, Non-Supine) : (Central apneas with >= 2% oxygen desaturation or with arousal) / hour of REM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_srpo_ca2r_f1t1,,,
cardroa3,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (REM, Non-Supine) : (Central apneas with >= 3% oxygen desaturation or with arousal) / hour of REM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_srpo_ca3r_f1t1,,,
cardroa4,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (REM, Non-Supine) : (Central apneas with >= 4% oxygen desaturation or with arousal) / hour of REM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_srpo_ca4r_f1t1,,,
cardroa5,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (REM, Non-Supine) : (Central apneas with >= 5% oxygen desaturation or with arousal) / hour of REM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_srpo_ca5r_f1t1,,,
cardrop,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (REM, Non-Supine) : (Central apneas with no oxygen desaturation threshold used and with or without arousal) / hour of REM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_srpo_ca0u_f1t1,,,
cardrop2,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (REM, Non-Supine) : (Central apneas with >= 2% oxygen desaturation and with or without arousal) / hour of REM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_srpo_ca2u_f1t1,,,
cardrop3,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (REM, Non-Supine) : (Central apneas with >= 3% oxygen desaturation and with or without arousal) / hour of REM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_srpo_ca3u_f1t1,,,
cardrop4,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (REM, Non-Supine) : (Central apneas with >= 4% oxygen desaturation and with or without arousal) / hour of REM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_srpo_ca4u_f1t1,,,
cardrop5,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Central Apnea Index (REM, Non-Supine) : (Central apneas with >= 5% oxygen desaturation and with or without arousal) / hour of REM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,cai_srpo_ca5u_f1t1,,,
oai4p,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,Obstructive Apnea Index : (Obstructive apneas with >= 4% oxygen desaturation and with or without arousal) / hour of sleep from type I polysomnography,Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_oa4u_f1t1,60 * ( oarbp4 + oarop4 + oanbp4 + oanop4 ) / slpprdp,,
oai4pa,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,Obstructive Apnea Index : (Obstructive apneas with >= 4% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography,Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_oa4r_f1t1,60 * ( oarba4 + oaroa4 + oanba4 + oanoa4 ) / slpprdp,,
oardnba,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (NREM, Supine) : (Obstructive apneas with no oxygen desaturation threshold used only with arousal) / hour of NREM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_snpb_oa0o_f1t1,,,
oardnba2,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (NREM, Supine) : (Obstructive apneas with >= 2% oxygen desaturation or with arousal) / hour of NREM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_snpb_oa2r_f1t1,,,
oardnba3,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (NREM, Supine) : (Obstructive apneas with >= 3% oxygen desaturation or with arousal) / hour of NREM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_snpb_oa3r_f1t1,,,
oardnba4,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (NREM, Supine) : (Obstructive apneas with >= 4% oxygen desaturation or with arousal) / hour of NREM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_snpb_oa4r_f1t1,,,
oardnba5,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (NREM, Supine) : (Obstructive apneas with >= 5% oxygen desaturation or with arousal) / hour of NREM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_snpb_oa5r_f1t1,,,
oardnbp,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (NREM, Supine) : (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal) / hour of NREM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_snpb_oa0u_f1t1,,,
oardnbp2,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (NREM, Supine) : (Obstructive apneas with >= 2% oxygen desaturation and with or without arousal) / hour of NREM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_snpb_oa2u_f1t1,,,
oardnbp3,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (NREM, Supine) : (Obstructive apneas with >= 3% oxygen desaturation and with or without arousal) / hour of NREM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_snpb_oa3u_f1t1,,,
oardnbp4,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (NREM, Supine) : (Obstructive apneas with >= 4% oxygen desaturation and with or without arousal) / hour of NREM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_snpb_oa4u_f1t1,,,
oardnbp5,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (NREM, Supine) : (Obstructive apneas with >= 5% oxygen desaturation and with or without arousal) / hour of NREM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_snpb_oa5u_f1t1,,,
oardnoa,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (NREM, Non-Supine) : (Obstructive apneas with no oxygen desaturation threshold used only with arousal) / hour of NREM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_snpo_oa0o_f1t1,,,
oardnoa2,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (NREM, Non-Supine) : (Obstructive apneas with >= 2% oxygen desaturation or with arousal) / hour of NREM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_snpo_oa2r_f1t1,,,
oardnoa3,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (NREM, Non-Supine) : (Obstructive apneas with >= 3% oxygen desaturation or with arousal) / hour of NREM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_snpo_oa3r_f1t1,,,
oardnoa4,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (NREM, Non-Supine) : (Obstructive apneas with >= 4% oxygen desaturation or with arousal) / hour of NREM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_snpo_oa4r_f1t1,,,
oardnoa5,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (NREM, Non-Supine) : (Obstructive apneas with >= 5% oxygen desaturation or with arousal) / hour of NREM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_snpo_oa5r_f1t1,,,
oardnop,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (NREM, Non-Supine) : (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal) / hour of NREM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_snpo_oa0u_f1t1,,,
oardnop2,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (NREM, Non-Supine) : (Obstructive apneas with >= 2% oxygen desaturation and with or without arousal) / hour of NREM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_snpo_oa2u_f1t1,,,
oardnop3,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (NREM, Non-Supine) : (Obstructive apneas with >= 3% oxygen desaturation and with or without arousal) / hour of NREM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_snpo_oa3u_f1t1,,,
oardnop4,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (NREM, Non-Supine) : (Obstructive apneas with >= 4% oxygen desaturation and with or without arousal) / hour of NREM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_snpo_oa4u_f1t1,,,
oardnop5,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (NREM, Non-Supine) : (Obstructive apneas with >= 5% oxygen desaturation and with or without arousal) / hour of NREM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_snpo_oa5u_f1t1,,,
oardrba,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (REM, Supine) : (Obstructive apneas with no oxygen desaturation threshold used only with arousal) / hour of REM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_srpb_oa0o_f1t1,,,
oardrba2,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (REM, Supine) : (Obstructive apneas with >= 2% oxygen desaturation or with arousal) / hour of REM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_srpb_oa2r_f1t1,,,
oardrba3,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (REM, Supine) : (Obstructive apneas with >= 3% oxygen desaturation or with arousal) / hour of REM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_srpb_oa3r_f1t1,,,
oardrba4,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (REM, Supine) : (Obstructive apneas with >= 4% oxygen desaturation or with arousal) / hour of REM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_srpb_oa4r_f1t1,,,
oardrba5,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (REM, Supine) : (Obstructive apneas with >= 5% oxygen desaturation or with arousal) / hour of REM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_srpb_oa5r_f1t1,,,
oardrbp,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (REM, Supine) : (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal) / hour of REM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_srpb_oa0u_f1t1,,,
oardrbp2,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (REM, Supine) : (Obstructive apneas with >= 2% oxygen desaturation and with or without arousal) / hour of REM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_srpb_oa2u_f1t1,,,
oardrbp3,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (REM, Supine) : (Obstructive apneas with >= 3% oxygen desaturation and with or without arousal) / hour of REM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_srpb_oa3u_f1t1,,,
oardrbp4,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (REM, Supine) : (Obstructive apneas with >= 4% oxygen desaturation and with or without arousal) / hour of REM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_srpb_oa4u_f1t1,,,
oardrbp5,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (REM, Supine) : (Obstructive apneas with >= 5% oxygen desaturation and with or without arousal) / hour of REM sleep in supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_srpb_oa5u_f1t1,,,
oardroa,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (REM, Non-Supine) : (Obstructive apneas with no oxygen desaturation threshold usedn only with arousal) / hour of REM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_srpo_oa0o_f1t1,,,
oardroa2,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (REM, Non-Supine) : (Obstructive apneas with >= 2% oxygen desaturation or with arousal) / hour of REM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_srpo_oa2r_f1t1,,,
oardroa3,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (REM, Non-Supine) : (Obstructive apneas with >= 3% oxygen desaturation or with arousal) / hour of REM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_srpo_oa3r_f1t1,,,
oardroa4,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (REM, Non-Supine) : (Obstructive apneas with >= 4% oxygen desaturation or with arousal) / hour of REM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_srpo_oa4r_f1t1,,,
oardroa5,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (REM, Non-Supine) : (Obstructive apneas with >= 5% oxygen desaturation or with arousal) / hour of REM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_srpo_oa5r_f1t1,,,
oardrop,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (REM, Non-Supine) : (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal) / hour of REM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_srpo_oa0u_f1t1,,,
oardrop2,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (REM, Non-Supine) : (Obstructive apneas with >= 2% oxygen desaturation and with or without arousal) / hour of REM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_srpo_oa2u_f1t1,,,
oardrop3,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (REM, Non-Supine) : (Obstructive apneas with >= 3% oxygen desaturation and with or without arousal) / hour of REM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_srpo_oa3u_f1t1,,,
oardrop4,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (REM, Non-Supine) : (Obstructive apneas with >= 4% oxygen desaturation and with or without arousal) / hour of REM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_srpo_oa4u_f1t1,,,
oardrop5,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,"Obstructive Apnea Index (REM, Non-Supine) : (Obstructive apneas with >= 5% oxygen desaturation and with or without arousal) / hour of REM sleep in non-supine position from type I polysomnography",Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,oai_srpo_oa5u_f1t1,,,
rdi0pa,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,Apnea-Hypopnea Index: (Apneas with no oxygen desaturation threshold used only with arousal + hypopneas with > 30% flow reduction and with no oxygen desaturation used only with arousal) / hour of sleep from type I polysomnography,Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,ahi_ap0ohp3x0o_f1t1,60 * ( hremba + hroa + hnrba + hnroa + carba + caroa + canba + canoa + oarba + oaroa + oanba + oanoa ) / slpprdp,,
rdi0pns,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,Apnea-Hypopnea Index (Non-Supine) : Apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and with no oxygen desaturation used and with or without arousal / hour of sleep in non-supine position    from type I polysomnography,Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,ahi_po_ap0uhp3x0u_f1t1,60 * ( hrop + hnrop + carop + canop + oarop + oanop ) / ( remepop + nremepop ),,
rdi0ps,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,Apnea-Hypopnea Index (Supine) : Apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and with no oxygen desaturation used and with or without arousal / hour of sleep in supine position from type I polysomnography,Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,ahi_pb_ap0uhp3x0u_f1t1,60 * ( hrembp + hnrbp + carbp + canbp + oarbp + oanbp ) / ( remepbp + nremepbp ),,
rdi2p,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,Apnea-Hypopnea Index: (Apneas with >= 2% oxygen desaturation and with or without arousal+ hypopneas with > 30% flow reduction and >= 2% oxygen desaturation and with or without arousal) / hour of sleep from type I polysomnography,Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,ahi_ap2uhp3x2u_f1t1,60 * ( hrembp2 + hrop2 + hnrbp2 + hnrop2 + carbp2 + carop2 + canbp2 + canop2 + oarbp2 + oarop2 + oanbp2 + oanop2 ) / slpprdp,,
rdi2pa,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,Apnea-Hypopnea Index: (Apneas with >= 2% oxygen desaturation or with arousal+ hypopneas with > 30% flow reduction and >= 2% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography,Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,ahi_ap2rhp3x2r_f1t1,60 * ( hremba2 + hroa2 + hnrba2 + hnroa2 + carba2 + caroa2 + canba2 + canoa2 + oarba2 + oaroa2 + oanba2 + oanoa2 ) / slpprdp,,
rdi2pns,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,Apnea-Hypopnea Index (Non-Supine): (Apneas with >= 2% oxygen desaturation and with or without arousal + hypopneas with > 30% flow reduction and >= 2% oxygen desaturation and with or without arousal) / hour of sleep in non-supine position from type I polysomnography,Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,ahi_po_ap2uhp3x2u_f1t1,60 * ( hrop2 + hnrop2 + carop2 + canop2 + oarop2 + oanop2 ) / ( remepop + nremepop ),,
rdi2ps,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,Apnea-Hypopnea Index (Supine): (Apneaswith >= 2% oxygen desaturation and with or without arousal + hypopneas with > 30% flow reduction and >= 2% oxygen desaturation and with or without arousal) / hour of sleep in supine position from type I polysomnography,Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,ahi_pb_ap2uhp3x2u_f1t1,60 * ( hrembp2 + hnrbp2 + carbp2 + canbp2 + oarbp2 + oanbp2 ) / ( remepbp + nremepbp ),,
rdi3pns,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,Apnea-Hypopnea Index (Non-Supine): (Apneas with >= 3% oxygen desaturation and with or without arousal + hypopneas with > 30% flow reduction and >= 3% oxygen desaturation and with or without arousal) / hour of sleep in non-supine position from type I polysomnography,Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,ahi_po_ap3uhp3x3u_f1t1,60 * ( hrop3 + hnrop3 + carop3 + canop3 + oarop3 + oanop3 ) / ( remepop + nremepop ),,
rdi3ps,Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices,Apnea-Hypopnea Index (Supine): (Apneas with >= 3% oxygen desaturation and with or without arousal + hypopneas with > 30% flow reduction and >= 3% oxygen desaturation and with or without arousal) / hour of sleep in supine position from type I polysomnography,Calculated - Summary metric of sleep disordered breathing events. ,numeric,events per hour,,ahi_pb_ap3uhp3x3u_f1t1,60 * ( hrembp3 + hnrbp3 + carbp3 + canbp3 + oarbp3 + oanbp3 ) / ( remepbp + nremepbp ),,
